"hhid","feed_Chickens","feed_Cattle","irrigation","drought","flood","extension_training","animal_ded_area","rice","fhh","covid_shock","ag_comm"
"HID304393",1,NA,0,0,0,NA,0,0,0,1,2
"HID304482",1,1,NA,0,0,NA,1,0,0,1,2
"HID304539",NA,2,1,0,0,NA,1,1,0,1,2
"HID304614",1,1,1,1,1,NA,0,1,0,2,2
"HID304634",1,NA,1,0,0,NA,0,1,1,2,2
"HID304636",2,NA,1,0,0,NA,1,0,1,1,2
"HID304643",NA,1,1,1,0,NA,0,0,0,1,1
"HID304801",1,1,1,0,0,NA,1,1,0,1,2
"HID304837",2,NA,1,0,0,NA,0,1,0,1,2
"HID304967",1,NA,1,0,0,NA,0,1,1,2,2
"HID304969",NA,1,1,0,1,NA,1,1,0,1,2
"HID304995",1,NA,0,0,0,NA,1,1,1,1,2
"HID305125",2,NA,NA,0,0,NA,1,0,0,1,2
"HID305173",NA,1,1,0,0,NA,1,0,0,1,2
"HID305222",1,NA,1,0,0,NA,1,1,0,1,2
"HID305288",NA,NA,0,0,0,NA,1,1,1,1,2
"HID305573",1,NA,1,0,0,NA,1,1,1,1,2
"HID305577",2,NA,NA,0,0,NA,1,0,0,1,2
"HID305598",NA,1,1,0,0,NA,1,1,1,1,2
"HID305615",1,NA,1,0,0,NA,0,0,1,1,2
"HID305690",NA,1,1,0,0,NA,0,1,0,1,2
"HID305720",2,NA,1,0,0,NA,1,1,0,1,2
"HID305867",1,1,1,0,0,NA,1,1,0,1,2
"HID306108",NA,NA,1,0,0,NA,0,1,0,1,2
"HID306206",1,1,1,0,1,NA,1,0,1,1,2
"HID306260",1,NA,1,0,0,NA,0,1,0,1,2
"HID306355",2,NA,1,0,0,NA,1,1,1,1,2
"HID306374",NA,NA,1,0,0,NA,1,1,0,1,2
"HID306508",2,NA,0,0,0,NA,0,1,1,1,2
"HID306722",NA,1,1,0,0,NA,1,1,1,1,2
"HID306802",1,NA,1,0,0,NA,1,1,0,1,2
"HID306832",1,1,1,1,0,NA,1,1,1,1,2
"HID306907",1,NA,1,0,0,NA,0,0,0,1,2
"HID307042",2,NA,1,1,1,NA,1,1,0,1,2
"HID307070",1,NA,NA,0,0,NA,1,0,0,1,2
"HID307237",1,NA,1,0,0,NA,1,0,1,1,2
"HID307337",NA,1,NA,0,0,NA,1,0,0,1,2
"HID307362",1,NA,1,0,0,NA,1,1,0,1,2
"HID307412",1,1,1,0,0,NA,0,1,0,1,2
"HID307533",2,NA,1,0,0,NA,1,0,1,1,2
"HID307679",1,1,1,0,0,NA,1,1,1,2,2
"HID307829",1,1,1,0,0,NA,1,1,0,1,2
"HID307856",1,NA,1,0,0,NA,1,0,0,1,2
"HID307874",NA,NA,1,0,0,NA,1,1,1,1,2
"HID308058",1,NA,0,0,1,NA,1,0,0,1,2
"HID308078",2,NA,0,0,0,NA,0,1,0,1,2
"HID308113",2,NA,NA,0,0,NA,1,0,0,1,2
"HID308167",1,1,1,0,0,NA,1,1,1,1,2
"HID308224",1,NA,1,0,0,NA,1,1,1,1,2
"HID308309",2,2,1,0,1,NA,1,1,0,1,2
"HID308326",NA,1,1,0,0,NA,0,1,0,1,2
"HID308387",1,1,1,0,0,NA,1,1,1,1,2
"HID308425",1,NA,1,0,0,NA,1,0,0,1,2
"HID308427",NA,1,1,0,0,NA,1,0,0,1,2
"HID308667",NA,1,1,0,0,NA,1,0,0,2,2
"HID308766",1,NA,1,0,0,NA,0,0,1,1,2
"HID308917",NA,1,0,0,0,NA,0,1,0,1,2
"HID308962",NA,NA,1,0,0,NA,1,1,0,1,2
"HID308986",1,NA,1,1,0,NA,0,0,0,1,2
"HID309012",NA,1,1,0,0,NA,1,1,1,1,2
"HID309093",2,NA,NA,0,0,NA,0,0,0,1,2
"HID309140",NA,1,0,0,0,NA,1,1,0,1,2
"HID309222",NA,NA,1,1,0,NA,1,1,1,2,2
"HID309453",1,1,1,0,0,NA,0,0,0,1,2
"HID309475",NA,1,1,0,0,NA,0,1,1,1,2
"HID309823",2,NA,1,0,0,NA,1,0,1,1,2
"HID309854",2,NA,0,0,0,NA,0,0,0,1,2
"HID309889",1,NA,1,0,0,NA,0,1,1,1,2
"HID309917",NA,2,0,0,0,NA,1,1,0,1,2
"HID309964",NA,1,0,0,0,NA,1,1,1,1,2
"HID309968",1,1,1,0,0,NA,1,1,0,1,2
"HID310051",1,1,NA,0,0,NA,1,0,1,1,2
"HID310074",1,1,1,0,1,NA,1,1,0,2,2
"HID310095",1,NA,1,1,0,NA,1,1,0,2,2
"HID310106",NA,1,0,1,0,NA,0,1,0,1,2
"HID310205",2,NA,1,0,0,NA,1,1,1,2,2
"HID310237",NA,NA,1,0,1,NA,1,1,0,1,2
"HID310301",1,1,NA,0,0,NA,1,0,0,1,2
"HID310317",2,NA,1,0,0,NA,1,1,0,1,2
"HID310379",2,NA,1,1,0,NA,1,1,0,1,2
"HID310494",2,1,1,0,0,NA,0,1,0,1,2
"HID310598",2,NA,0,0,0,NA,1,1,0,1,2
"HID310628",1,1,1,0,0,NA,1,1,1,2,2
"HID310792",1,1,1,1,0,NA,1,1,0,1,2
"HID310952",1,1,NA,0,0,NA,1,0,1,1,2
"HID310956",1,NA,1,0,0,NA,1,1,0,1,2
"HID310968",1,NA,1,0,0,NA,1,1,0,1,2
"HID311090",NA,1,0,0,0,NA,0,1,0,1,2
"HID311118",NA,2,0,1,0,NA,1,1,0,1,2
"HID311128",1,NA,1,0,0,NA,1,1,0,1,2
"HID311200",NA,1,NA,0,0,NA,0,0,0,1,2
"HID311309",NA,1,1,0,0,NA,1,1,0,1,2
"HID311487",1,1,0,1,0,NA,0,1,1,1,2
"HID311531",1,NA,1,0,0,NA,1,1,1,1,2
"HID311570",NA,1,1,0,0,NA,1,1,0,1,2
"HID311700",1,NA,1,0,0,NA,0,0,0,1,2
"HID311727",NA,1,1,0,0,NA,0,1,0,1,2
"HID311781",2,NA,1,0,0,NA,1,0,0,1,2
"HID311963",2,1,1,0,0,NA,1,1,1,1,2
"HID312012",1,1,1,0,0,NA,0,1,1,1,2
"HID312075",2,NA,1,0,0,NA,1,1,1,1,2
"HID312225",1,1,1,0,0,NA,1,1,0,1,2
"HID312232",1,1,0,0,0,NA,1,1,0,1,2
"HID312235",1,NA,1,1,1,NA,1,1,0,1,2
"HID312280",1,NA,1,0,0,NA,0,0,0,1,2
"HID312296",1,NA,1,0,0,NA,0,1,0,1,2
"HID312359",2,1,1,1,0,NA,0,1,0,1,2
"HID312398",2,NA,NA,0,1,NA,0,0,1,1,2
"HID312546",1,1,1,0,0,NA,1,1,1,1,2
"HID312585",1,NA,1,0,0,NA,1,1,0,1,2
"HID312592",2,NA,NA,0,0,NA,0,0,0,2,2
"HID312853",1,NA,1,0,0,NA,0,0,1,1,2
"HID313084",1,1,1,0,0,NA,1,1,1,1,2
"HID313091",1,1,1,1,0,NA,1,1,0,1,2
"HID313150",2,NA,1,1,0,NA,1,1,0,1,2
"HID313235",1,NA,1,0,0,NA,0,0,0,1,2
"HID313242",2,NA,1,0,0,NA,1,0,1,1,2
"HID313291",1,NA,1,0,0,NA,1,1,0,1,2
"HID313399",NA,NA,1,1,0,NA,1,1,0,1,2
"HID313442",1,1,1,0,0,NA,1,1,0,2,2
"HID313447",1,NA,1,0,0,NA,1,1,1,1,2
"HID313517",1,NA,1,1,0,NA,1,1,0,1,2
"HID313581",1,1,1,1,0,NA,0,1,0,1,2
"HID313724",1,NA,1,0,0,NA,1,1,0,2,2
"HID313906",1,1,0,0,0,NA,1,1,0,1,2
"HID314086",1,NA,1,0,0,NA,1,1,0,1,2
"HID314230",NA,1,1,0,1,NA,0,1,0,1,2
"HID314382",1,1,NA,0,0,NA,1,0,0,1,2
"HID314396",NA,NA,1,0,0,NA,0,0,1,1,2
"HID314405",1,NA,1,0,0,NA,1,1,1,1,2
"HID314474",NA,1,0,0,0,NA,0,1,0,1,2
"HID314562",1,NA,1,0,0,NA,0,1,0,1,2
"HID314662",1,NA,1,0,0,NA,1,1,0,1,2
"HID314709",1,1,1,0,0,NA,1,0,1,1,2
"HID314732",1,NA,1,0,0,NA,0,1,0,1,2
"HID314801",1,NA,1,0,0,NA,1,0,0,1,2
"HID315055",1,1,1,1,0,NA,0,1,0,1,2
"HID315219",2,NA,0,0,0,NA,1,0,0,1,2
"HID315368",NA,NA,1,0,0,NA,0,1,0,1,2
"HID315400",1,NA,1,0,0,NA,1,0,0,1,2
"HID315470",NA,1,1,0,0,NA,1,1,0,1,2
"HID315516",1,1,1,0,0,NA,1,1,0,1,2
"HID315603",1,1,1,0,0,NA,1,1,1,1,2
"HID315722",NA,1,1,0,0,NA,1,1,0,2,2
"HID315728",2,NA,1,0,0,NA,0,1,0,1,2
"HID315740",NA,1,1,0,0,NA,1,1,1,1,2
"HID315864",2,2,1,0,0,NA,1,1,1,2,2
"HID316155",1,NA,0,0,0,NA,1,1,0,1,2
"HID316156",1,NA,1,0,0,NA,1,0,0,1,2
"HID316162",2,NA,1,0,0,NA,1,1,0,1,2
"HID316164",1,NA,0,0,0,NA,0,1,0,1,2
"HID316240",NA,NA,1,0,0,NA,0,0,0,1,2
"HID316280",1,NA,1,0,0,NA,1,0,0,1,2
"HID316296",2,1,1,0,0,NA,1,0,0,1,2
"HID316305",1,NA,NA,0,0,NA,1,0,1,1,2
"HID316348",1,1,1,0,0,NA,1,1,0,1,2
"HID316409",2,NA,1,0,0,NA,0,0,0,1,2
"HID316514",1,NA,NA,0,0,NA,1,0,0,1,2
"HID316516",2,2,1,0,0,NA,1,1,0,1,2
"HID316597",1,1,1,0,0,NA,1,1,0,1,2
"HID316647",2,NA,1,1,0,NA,1,1,0,1,2
"HID316819",1,NA,1,0,0,NA,1,1,0,1,2
"HID316870",1,NA,0,0,0,NA,1,0,1,1,2
"HID316931",1,NA,1,0,0,NA,1,1,0,1,2
"HID316955",1,1,1,0,0,NA,0,1,1,1,2
"HID317014",1,NA,1,1,0,NA,1,1,0,1,2
"HID317154",NA,1,0,1,0,NA,1,1,0,2,2
"HID317255",2,NA,1,0,0,NA,0,1,0,1,2
"HID317280",NA,NA,1,0,0,NA,0,0,0,1,2
"HID317297",1,NA,1,0,0,NA,0,1,0,1,2
"HID317448",NA,1,1,1,0,NA,1,1,0,1,2
"HID317532",NA,NA,1,0,0,NA,1,1,0,1,2
"HID317573",NA,1,NA,0,0,NA,0,0,1,1,2
"HID317575",1,1,0,0,0,NA,0,0,1,1,2
"HID317598",1,NA,1,0,1,NA,1,1,0,1,2
"HID317634",2,NA,1,0,0,NA,1,0,0,1,2
"HID317695",1,NA,1,0,1,NA,1,1,0,1,2
"HID317739",NA,1,1,0,0,NA,1,1,1,2,2
"HID317803",2,1,1,0,0,NA,1,1,1,1,2
"HID317857",NA,1,1,0,0,NA,1,1,1,1,2
"HID317863",NA,1,1,0,0,NA,1,0,0,1,2
"HID317885",1,NA,1,0,0,NA,1,1,0,1,2
"HID317923",2,1,1,0,0,NA,1,1,0,1,2
"HID318122",2,2,1,0,0,NA,0,1,1,1,2
"HID318128",NA,1,0,0,0,NA,1,1,0,1,2
"HID318415",2,1,1,0,0,NA,0,1,0,2,2
"HID318420",1,NA,0,0,0,NA,0,1,0,1,2
"HID318482",1,1,1,0,0,NA,1,1,0,2,2
"HID318888",2,NA,NA,0,1,NA,1,0,0,1,2
"HID318889",2,NA,1,1,0,NA,1,1,1,1,2
"HID318911",2,NA,1,1,0,NA,1,1,0,1,2
"HID318951",2,NA,1,0,0,NA,0,1,0,1,2
"HID319014",1,NA,NA,0,0,NA,1,0,1,1,2
"HID319084",NA,1,1,0,0,NA,1,0,0,1,2
"HID319142",1,1,1,0,0,NA,1,0,0,1,2
"HID319164",NA,1,1,0,0,NA,1,1,0,1,2
"HID319178",1,1,1,0,0,NA,1,1,0,1,2
"HID319215",1,1,1,0,0,NA,0,1,1,1,2
"HID319441",NA,1,1,1,0,NA,1,1,1,1,2
"HID319527",1,1,1,1,0,NA,1,0,0,1,2
"HID319528",NA,NA,0,1,0,NA,0,1,1,1,2
"HID319607",2,NA,NA,0,0,NA,0,0,0,1,2
"HID319721",1,NA,0,0,0,NA,1,1,0,1,2
"HID319856",1,NA,1,0,0,NA,1,1,0,1,2
"HID319932",1,1,0,0,0,NA,1,1,1,1,2
"HID320274",1,NA,1,0,0,NA,1,1,0,1,2
"HID320391",NA,1,0,0,0,NA,0,1,0,1,2
"HID320411",1,NA,1,0,0,NA,1,0,0,1,2
"HID320443",1,NA,0,0,0,NA,0,1,1,1,2
"HID320498",1,NA,1,0,0,NA,1,0,0,1,2
"HID320664",1,1,1,0,0,NA,1,1,0,1,2
"HID320737",NA,2,1,0,0,NA,1,1,0,1,2
"HID320742",NA,1,1,0,0,NA,1,0,1,1,2
"HID320754",1,NA,1,0,0,NA,0,0,0,1,2
"HID320765",1,1,1,0,0,NA,1,1,1,1,2
"HID320891",NA,1,1,0,0,NA,1,0,1,1,2
"HID320985",1,NA,NA,0,0,NA,1,0,0,1,2
"HID321147",NA,1,0,0,0,NA,1,1,1,1,2
"HID321234",NA,1,1,0,0,NA,1,1,0,1,2
"HID321263",2,NA,NA,0,0,NA,0,0,1,1,2
"HID321604",2,NA,1,0,0,NA,1,1,0,1,2
"HID321812",1,NA,1,1,0,NA,1,0,0,2,2
"HID321856",NA,1,1,0,0,NA,1,1,0,1,2
"HID321904",2,1,NA,0,1,NA,0,0,1,1,2
"HID321970",1,1,1,0,0,NA,0,1,0,1,2
"HID321971",1,NA,1,0,0,NA,1,0,0,1,2
"HID321989",NA,1,NA,0,0,NA,1,0,0,1,2
"HID322105",2,2,1,0,0,NA,1,1,0,1,2
"HID322223",1,NA,1,0,0,NA,1,0,1,1,2
"HID322246",1,1,1,0,0,NA,1,0,0,1,2
"HID322251",NA,1,1,0,0,NA,1,1,0,1,2
"HID322340",NA,1,0,0,0,NA,0,0,0,1,2
"HID322459",NA,1,1,1,0,NA,1,1,0,1,2
"HID322556",2,NA,NA,0,0,NA,1,0,1,1,2
"HID322603",1,1,1,0,0,NA,1,1,1,1,2
"HID322809",NA,1,NA,0,0,NA,1,0,1,1,2
"HID322870",2,1,1,0,0,NA,0,1,0,1,2
"HID322918",1,1,0,0,0,NA,0,1,1,2,1
"HID322922",2,NA,1,0,1,NA,1,1,1,1,2
"HID323048",NA,1,1,0,0,NA,0,1,0,1,2
"HID323145",NA,1,1,0,0,NA,1,1,0,1,2
"HID323316",2,1,1,1,0,NA,0,1,1,1,2
"HID323389",NA,1,1,0,0,NA,1,1,1,1,2
"HID323390",2,2,1,0,0,NA,0,0,0,1,2
"HID323573",2,NA,NA,0,0,NA,0,0,0,1,2
"HID323691",NA,1,0,0,0,NA,1,1,0,1,2
"HID323709",1,1,0,0,0,NA,0,1,0,1,2
"HID323799",1,1,0,0,0,NA,1,1,0,1,2
"HID323829",2,NA,1,0,0,NA,1,0,0,1,2
"HID323849",1,2,1,0,0,NA,1,1,0,1,2
"HID323888",1,NA,1,0,0,NA,1,0,1,1,2
"HID323996",2,2,1,0,0,NA,1,1,0,2,2
"HID324042",2,NA,1,0,0,NA,0,0,0,1,2
"HID324064",1,NA,1,1,0,NA,0,1,1,1,2
"HID324198",1,NA,1,0,0,NA,0,0,0,1,2
"HID324290",2,NA,1,0,0,NA,0,1,0,1,2
"HID324436",1,1,1,0,0,NA,1,1,0,1,2
"HID324574",2,NA,1,0,0,NA,0,1,0,1,2
"HID324577",NA,1,1,0,0,NA,0,1,1,1,2
"HID324644",1,1,0,0,0,NA,1,0,0,2,2
"HID324775",NA,1,1,0,0,NA,0,0,1,1,2
"HID324863",1,1,1,0,0,NA,1,1,0,1,2
"HID324867",2,1,1,0,0,NA,1,1,0,1,2
"HID324967",1,NA,1,0,0,NA,1,1,1,2,2
"HID325031",1,1,0,0,0,NA,1,1,1,2,2
"HID325081",1,NA,1,0,0,NA,0,1,1,1,2
"HID325155",2,NA,1,0,0,NA,1,0,1,1,2
"HID325445",1,NA,1,0,0,NA,0,1,1,1,2
"HID325725",1,NA,1,0,0,NA,0,1,0,1,2
"HID325823",1,NA,1,0,0,NA,0,1,0,1,2
"HID325858",1,NA,1,1,0,NA,0,1,0,1,2
"HID325948",1,NA,1,0,1,NA,1,1,0,1,2
"HID326072",1,1,1,0,0,NA,0,1,1,1,2
"HID326147",1,NA,0,0,0,NA,1,1,1,2,2
"HID326358",2,1,1,0,0,NA,1,1,1,1,2
"HID326400",NA,1,1,0,1,NA,1,1,0,1,2
"HID326419",1,1,NA,0,0,NA,1,0,0,1,2
"HID326505",NA,1,1,0,0,NA,1,1,0,2,2
"HID326510",1,1,0,0,0,NA,1,0,1,1,2
"HID326826",2,NA,1,0,0,NA,1,1,0,1,2
"HID326862",NA,1,0,0,0,NA,0,1,0,1,2
"HID326906",1,1,1,0,0,NA,1,1,1,1,2
"HID326922",1,NA,1,0,0,NA,0,1,1,1,2
"HID326984",1,NA,1,0,0,NA,0,1,0,1,2
"HID327067",1,NA,1,0,0,NA,1,1,0,1,2
"HID327129",1,NA,1,0,0,NA,1,1,0,1,2
"HID327130",2,1,1,0,1,NA,0,1,0,1,2
"HID327184",1,1,1,0,0,NA,1,1,1,1,2
"HID327215",1,1,1,0,0,NA,1,1,1,1,2
"HID327236",2,2,1,0,1,NA,1,1,0,1,2
"HID327262",1,1,1,0,0,NA,0,1,0,1,2
"HID327351",1,1,1,0,0,NA,0,1,0,1,2
"HID327441",1,NA,1,0,0,NA,1,1,0,1,2
"HID327511",2,NA,1,0,0,NA,0,1,1,1,2
"HID327545",2,NA,1,0,0,NA,1,1,1,2,2
"HID327547",1,NA,1,0,0,NA,0,1,1,1,2
"HID327580",1,NA,1,0,0,NA,1,1,1,1,2
"HID327622",1,NA,1,1,0,NA,0,0,1,1,2
"HID327681",1,1,1,1,0,NA,1,1,1,1,2
"HID327809",2,NA,0,1,0,NA,1,1,0,1,2
"HID327813",1,NA,0,0,0,NA,0,1,1,1,2
"HID327864",1,1,1,0,0,NA,1,1,0,1,2
"HID327945",1,NA,1,0,0,NA,0,1,0,1,2
"HID328111",1,NA,1,1,0,NA,0,1,1,1,2
"HID328186",NA,1,1,0,0,NA,1,1,0,1,2
"HID328204",1,1,0,1,1,NA,1,1,0,2,2
"HID328249",NA,1,1,0,0,NA,1,1,0,1,2
"HID328297",2,NA,1,0,0,NA,1,0,0,1,2
"HID328323",NA,1,NA,0,0,NA,1,0,1,1,2
"HID328527",1,NA,1,0,1,NA,1,1,1,1,2
"HID328544",1,NA,1,0,0,NA,1,0,1,1,2
"HID328581",2,1,1,0,0,NA,1,1,1,1,2
"HID328662",1,NA,0,0,0,NA,1,1,0,1,2
"HID328710",1,1,1,0,1,NA,1,1,1,2,2
"HID328737",1,1,1,1,0,NA,0,1,1,1,2
"HID328809",1,1,1,0,0,NA,1,1,1,1,2
"HID328857",NA,1,0,0,0,NA,1,1,0,1,2
"HID328881",NA,1,1,0,0,NA,0,1,0,1,2
"HID329013",1,1,1,0,0,NA,1,1,1,1,2
"HID329094",2,NA,1,0,1,NA,1,1,1,1,2
"HID329261",2,1,NA,0,0,NA,1,0,0,1,2
"HID329370",1,1,1,0,0,NA,1,0,1,1,2
"HID329388",1,NA,1,0,0,NA,1,1,1,1,2
"HID329433",1,1,1,0,0,NA,1,1,0,1,2
"HID329579",2,NA,0,0,0,NA,1,0,0,1,2
"HID329587",NA,1,1,0,0,NA,1,1,1,1,2
"HID329618",NA,1,1,0,0,NA,1,1,0,2,2
"HID329640",2,NA,NA,0,0,NA,1,0,1,1,2
"HID329830",NA,1,1,1,0,NA,0,1,1,1,2
"HID329897",1,NA,1,0,0,NA,1,0,1,1,2
"HID329919",1,1,0,0,0,NA,1,1,0,1,2
"HID330000",1,NA,0,0,0,NA,1,1,0,2,2
"HID330025",1,NA,0,0,0,NA,0,1,0,1,2
"HID330111",1,NA,1,0,0,NA,1,1,0,2,2
"HID330168",2,NA,1,0,0,NA,0,1,0,1,2
"HID330184",2,NA,1,0,0,NA,1,1,0,1,2
"HID330186",NA,1,0,0,0,NA,1,0,0,1,2
"HID330188",NA,1,0,0,0,NA,1,1,0,1,2
"HID330207",NA,1,1,0,0,NA,0,0,0,1,2
"HID330218",1,NA,1,0,0,NA,0,1,1,2,2
"HID330240",1,1,1,0,0,NA,1,1,1,1,2
"HID330397",2,NA,1,0,0,NA,0,1,1,1,1
"HID330419",1,1,1,0,0,NA,1,1,0,1,2
"HID330452",NA,1,0,0,0,NA,1,1,1,2,2
"HID330491",2,NA,0,0,1,NA,0,1,0,1,2
"HID330536",2,2,1,1,0,NA,1,1,0,1,2
"HID330549",1,NA,1,0,0,NA,0,0,0,1,2
"HID330666",NA,1,1,0,0,NA,1,1,0,1,2
"HID330902",1,NA,NA,0,0,NA,1,0,0,1,2
"HID330905",2,NA,NA,0,0,NA,1,0,0,1,2
"HID330914",1,NA,NA,0,0,NA,0,0,0,1,2
"HID330967",1,NA,1,0,0,NA,1,1,0,1,2
"HID331024",2,2,0,0,0,NA,1,0,0,1,2
"HID331194",1,NA,1,0,0,NA,0,1,0,1,2
"HID331235",2,1,1,1,0,NA,0,1,0,1,2
"HID331366",1,1,1,0,0,NA,1,1,0,1,2
"HID331496",1,NA,1,0,0,NA,0,1,0,1,2
"HID331508",NA,1,0,0,0,NA,1,0,1,1,2
"HID331514",2,NA,NA,0,0,NA,1,0,1,1,2
"HID331543",1,NA,1,0,0,NA,1,1,0,1,2
"HID331566",NA,NA,1,1,0,NA,0,1,0,2,2
"HID331568",1,1,1,0,0,NA,1,1,0,1,2
"HID331607",NA,1,1,0,0,NA,0,1,1,1,2
"HID331675",1,NA,1,0,0,NA,1,0,0,1,2
"HID331897",1,1,1,0,0,NA,1,1,0,1,2
"HID331964",1,NA,1,0,0,NA,1,0,1,1,2
"HID332026",1,NA,1,1,0,NA,1,1,0,1,2
"HID332408",NA,1,1,0,0,NA,1,1,1,1,2
"HID332421",1,NA,0,1,0,NA,0,1,0,1,2
"HID332458",1,NA,1,0,0,NA,1,1,1,1,2
"HID332493",1,1,0,0,0,NA,1,1,1,1,2
"HID332508",NA,NA,NA,0,0,NA,0,0,0,2,2
"HID332704",1,NA,1,0,0,NA,0,1,0,1,2
"HID332796",1,NA,NA,0,0,NA,0,0,1,1,2
"HID332799",1,1,1,0,0,NA,1,1,1,1,2
"HID332809",2,NA,1,0,0,NA,1,0,0,1,2
"HID332851",1,NA,0,1,0,NA,1,0,0,2,2
"HID332913",NA,1,1,0,0,NA,1,1,0,1,2
"HID332920",1,1,1,0,0,NA,1,1,0,1,2
"HID332944",1,NA,1,0,0,NA,1,0,1,1,2
"HID333129",2,1,1,0,0,NA,1,1,1,1,2
"HID333170",NA,1,1,0,0,NA,1,0,0,1,2
"HID333235",2,1,1,1,0,NA,1,1,0,2,2
"HID333260",NA,1,1,0,0,NA,1,1,0,2,2
"HID333412",2,NA,1,1,0,NA,0,0,1,1,2
"HID333483",1,NA,1,0,0,NA,1,1,0,1,2
"HID333556",NA,NA,NA,0,0,NA,0,0,0,1,2
"HID333757",1,NA,1,0,0,NA,0,1,0,1,2
"HID333835",2,NA,0,0,0,NA,0,0,0,1,2
"HID333993",2,NA,0,0,0,NA,1,1,1,1,2
"HID334048",1,NA,1,0,0,NA,1,1,1,1,2
"HID334051",2,NA,1,0,0,NA,0,0,0,1,2
"HID334236",1,NA,1,0,0,NA,0,1,0,1,2
"HID334241",1,1,1,0,0,NA,1,1,0,1,2
"HID334249",2,1,NA,0,0,NA,1,0,1,1,2
"HID334348",1,NA,1,0,0,NA,1,1,1,1,2
"HID334377",1,1,1,0,0,NA,1,1,1,2,2
"HID334381",NA,NA,1,0,0,NA,1,0,0,1,2
"HID334449",1,1,0,0,0,NA,0,1,0,1,1
"HID334473",1,NA,1,0,0,NA,0,1,0,1,2
"HID334494",NA,1,1,0,0,NA,0,1,1,1,2
"HID334670",1,NA,NA,0,0,NA,0,0,1,1,2
"HID334736",1,1,0,0,0,NA,1,1,0,1,2
"HID334743",1,NA,1,0,0,NA,1,1,1,1,2
"HID334770",2,2,0,0,0,NA,1,0,0,1,2
"HID334824",1,2,1,0,0,NA,1,1,0,1,2
"HID334848",1,NA,0,0,0,NA,0,1,0,1,2
"HID334883",NA,1,1,0,0,NA,0,1,1,1,2
"HID334925",1,1,1,0,0,NA,1,1,0,1,2
"HID334985",NA,1,0,0,0,NA,1,1,0,1,2
"HID335153",1,NA,1,0,0,NA,1,1,0,2,2
"HID335269",1,1,1,0,0,NA,0,0,0,2,2
"HID335415",1,NA,1,0,0,NA,1,1,0,1,2
"HID335443",1,1,1,0,0,NA,1,1,0,2,2
"HID335605",1,1,1,1,0,NA,1,1,1,1,2
"HID335617",2,1,1,0,0,NA,1,1,0,1,2
"HID335657",2,NA,1,0,0,NA,1,0,1,2,2
"HID335704",NA,NA,1,0,1,NA,1,1,0,1,2
"HID335724",1,1,1,0,0,NA,1,1,0,1,2
"HID335893",1,NA,1,0,0,NA,1,1,0,1,2
"HID335921",2,NA,1,0,0,NA,1,0,0,2,2
"HID335978",2,NA,1,1,1,NA,1,1,0,1,2
"HID335997",NA,1,0,0,0,NA,1,0,0,1,2
"HID336014",2,2,1,0,0,NA,1,1,0,2,2
"HID336172",2,NA,1,0,0,NA,1,0,0,2,2
"HID336279",1,1,1,0,0,NA,1,1,0,1,2
"HID336322",1,NA,1,0,0,NA,1,1,1,1,2
"HID336330",NA,NA,1,0,0,NA,1,0,0,1,2
"HID336503",NA,1,1,0,0,NA,0,1,1,1,2
"HID336545",2,NA,NA,0,0,NA,1,0,0,1,2
"HID336673",2,1,1,0,0,NA,1,1,0,1,1
"HID336817",NA,NA,0,0,0,NA,0,0,0,1,2
"HID336881",1,NA,1,0,0,NA,1,1,0,1,2
"HID336897",NA,1,1,1,0,NA,0,1,0,1,2
"HID337138",2,NA,1,0,0,NA,1,0,0,1,2
"HID337169",NA,1,1,0,0,NA,0,1,0,1,2
"HID337292",1,NA,1,0,0,NA,1,1,0,1,2
"HID337293",2,NA,1,0,1,NA,1,1,0,1,2
"HID337381",NA,1,1,1,1,NA,0,1,0,1,2
"HID337386",1,1,0,0,0,NA,1,1,0,1,2
"HID337504",1,NA,0,0,0,NA,1,1,0,1,2
"HID337582",2,NA,1,1,0,NA,0,0,1,1,2
"HID337692",1,1,1,0,0,NA,1,1,0,1,2
"HID337735",1,NA,1,0,0,NA,0,1,1,1,2
"HID337927",1,NA,1,1,0,NA,1,1,1,1,2
"HID337932",1,1,1,0,0,NA,1,1,0,1,2
"HID338003",NA,1,1,1,1,NA,1,1,0,1,2
"HID338080",2,NA,1,0,0,NA,1,1,0,1,2
"HID338317",NA,1,1,0,0,NA,0,1,0,1,2
"HID338338",1,NA,1,0,0,NA,1,1,0,1,2
"HID338396",1,NA,1,0,0,NA,1,1,0,1,2
"HID338427",1,NA,0,1,0,NA,0,1,1,2,2
"HID338568",1,NA,1,0,0,NA,1,0,1,1,2
"HID338714",1,NA,1,0,0,NA,1,0,0,1,2
"HID338809",1,1,1,0,0,NA,1,0,1,1,2
"HID338870",NA,1,1,1,0,NA,1,1,0,1,2
"HID338965",1,2,NA,0,0,NA,1,0,1,1,2
"HID338990",1,NA,1,0,0,NA,1,0,0,1,2
"HID339269",1,1,NA,0,0,NA,1,0,0,1,2
"HID339313",2,2,1,0,0,NA,1,1,0,1,2
"HID339682",NA,1,1,0,1,NA,0,1,0,1,2
"HID339774",1,NA,1,0,0,NA,1,1,1,1,2
"HID339775",1,NA,1,0,0,NA,1,1,0,1,2
"HID339810",2,NA,1,0,0,NA,1,1,0,1,2
"HID339925",1,NA,1,1,0,NA,0,1,0,2,2
"HID339964",1,NA,1,0,0,NA,0,1,0,1,2
