"hhid","fhh","covid_shock","ag_comm","irrigation","drought","flood","extension_training","animal_ded_area","rice","feed_Chickens","feed_Cattle"
"HID320667",1,1,2,1,0,0,NA,1,1,1,1
"HID320673",0,1,2,0,0,0,NA,1,1,1,1
"HID320790",0,1,2,1,0,0,NA,1,1,1,1
"HID320825",0,1,2,1,0,0,NA,1,1,2,NA
"HID320827",0,1,2,1,0,0,NA,1,1,2,1
"HID320957",1,1,2,1,0,0,NA,1,1,2,NA
"HID320975",0,1,2,1,0,0,NA,1,1,2,NA
"HID321127",0,1,2,1,0,0,NA,1,1,2,NA
"HID321177",0,1,2,1,0,0,NA,1,0,2,NA
"HID321191",0,1,2,1,1,0,NA,1,1,NA,2
"HID321225",0,1,2,0,0,0,NA,1,1,1,NA
"HID321332",0,2,2,1,1,0,0,1,1,2,NA
"HID321498",0,1,2,1,0,0,NA,1,1,1,1
"HID321531",0,1,2,1,0,0,NA,1,1,1,NA
"HID321677",0,1,2,1,0,0,NA,1,1,2,1
"HID321776",1,1,2,1,0,0,NA,1,0,1,NA
"HID321959",1,1,2,1,0,0,NA,1,1,1,NA
"HID322012",0,1,2,1,0,0,NA,1,1,1,NA
"HID322118",0,1,2,0,1,0,NA,1,1,2,2
"HID322129",0,1,2,1,1,1,NA,1,1,1,1
"HID322285",0,1,2,0,0,0,NA,1,1,NA,1
"HID322393",0,2,2,1,0,0,NA,1,1,1,1
"HID322399",0,1,2,NA,0,0,NA,1,0,NA,1
"HID322436",0,1,2,1,1,0,NA,1,1,1,NA
"HID322557",0,2,2,1,0,0,NA,1,0,1,NA
"HID322581",1,1,2,0,0,0,NA,1,0,2,NA
"HID322694",1,1,2,0,0,0,NA,1,0,1,NA
"HID322714",1,1,2,1,0,0,NA,1,0,2,NA
"HID322789",0,1,2,1,1,0,NA,1,1,2,2
"HID322790",0,1,2,0,0,0,NA,1,0,1,NA
"HID322855",0,1,2,1,0,0,NA,1,1,1,1
"HID323030",0,1,2,NA,0,0,NA,1,0,1,NA
"HID323092",0,1,2,1,1,0,NA,1,1,1,NA
"HID323147",0,1,2,1,0,0,NA,1,1,1,NA
"HID323276",1,1,2,1,0,1,NA,1,1,2,NA
"HID323313",0,1,2,1,0,0,NA,1,1,2,1
"HID323333",0,2,1,0,0,1,NA,1,0,2,NA
"HID323383",0,2,2,0,0,0,NA,1,1,1,NA
"HID323419",0,2,2,1,1,0,NA,1,1,2,1
"HID323472",0,2,2,0,0,0,NA,1,0,NA,1
"HID323542",0,1,2,1,1,0,NA,1,1,1,1
"HID323583",0,1,2,0,0,0,NA,1,0,2,NA
"HID323595",0,1,2,1,1,0,NA,1,1,NA,1
"HID323602",0,1,2,1,0,0,NA,1,0,1,NA
"HID323614",0,1,2,1,0,0,NA,1,1,1,1
"HID323650",0,1,2,1,1,0,NA,1,1,2,NA
"HID323737",0,2,2,1,0,1,NA,1,0,1,NA
"HID323792",0,1,2,1,0,0,NA,1,1,1,1
"HID323877",1,2,2,1,0,0,NA,1,1,2,NA
"HID323886",0,1,2,1,0,0,NA,1,0,2,NA
"HID323914",1,1,2,1,0,0,NA,1,1,NA,1
"HID323920",0,1,2,1,0,0,NA,1,1,1,NA
"HID323951",0,2,2,1,0,0,NA,1,1,1,1
"HID323969",0,1,2,1,1,0,NA,1,1,NA,1
"HID323996",0,1,2,1,1,0,NA,1,1,2,2
"HID324024",1,1,2,1,0,1,NA,1,1,1,NA
"HID324057",0,1,2,1,0,0,NA,1,0,1,1
"HID324080",0,1,2,1,0,0,NA,1,0,1,1
"HID324087",1,1,2,1,0,0,NA,1,0,2,NA
"HID324229",0,1,2,1,0,0,NA,1,1,1,1
"HID324236",0,1,2,0,0,0,NA,1,0,1,NA
"HID324451",0,2,2,1,0,0,NA,1,1,1,1
"HID324511",0,2,1,1,0,0,NA,1,0,1,NA
"HID324654",0,1,2,1,0,0,NA,1,1,2,2
"HID324681",0,1,2,1,0,0,NA,1,0,1,1
"HID324707",0,1,2,1,1,0,NA,1,1,1,1
"HID324842",1,2,2,1,1,0,NA,1,1,1,NA
"HID325418",0,1,2,1,0,0,NA,1,1,1,1
"HID325478",0,1,2,1,0,0,NA,1,1,2,1
"HID325496",1,1,2,1,0,0,NA,1,1,1,NA
"HID325639",0,1,2,1,0,0,1,1,1,2,1
"HID325678",1,1,2,1,0,0,NA,1,1,2,NA
"HID325750",0,1,2,1,1,0,NA,1,1,1,NA
"HID325753",0,1,1,1,0,1,NA,1,1,1,1
"HID325855",1,1,2,1,1,0,NA,1,0,3,NA
"HID325903",0,1,2,1,0,1,NA,1,1,1,1
"HID325933",0,1,2,1,0,0,NA,1,1,1,NA
"HID325997",0,1,2,1,1,0,NA,1,1,1,NA
"HID326082",1,1,2,1,0,0,NA,1,0,1,NA
"HID326231",0,1,2,1,0,0,NA,1,1,NA,1
"HID326258",1,1,2,0,0,1,NA,1,0,1,NA
"HID326275",1,1,2,1,0,0,NA,1,1,2,2
"HID326301",0,1,2,1,0,0,NA,1,0,2,NA
"HID326305",0,1,2,1,1,0,NA,1,1,2,1
"HID326365",0,1,2,1,0,0,NA,1,1,1,1
"HID326381",0,1,2,1,1,0,NA,1,1,2,2
"HID326541",1,1,2,1,0,0,NA,1,1,2,NA
"HID326571",0,1,2,0,0,0,NA,1,1,1,NA
"HID326618",1,1,2,1,0,0,NA,1,1,1,1
"HID326698",0,1,2,1,1,0,NA,1,1,1,NA
"HID326835",0,1,2,0,0,0,NA,1,1,1,NA
"HID326865",0,1,2,1,0,0,NA,1,0,1,NA
"HID327053",0,1,2,1,0,0,NA,1,0,2,NA
"HID327267",0,1,2,1,0,0,NA,1,0,2,NA
"HID327321",1,1,2,1,0,0,NA,1,0,1,NA
"HID327434",0,2,2,0,0,1,NA,1,0,2,NA
"HID327459",0,1,2,0,0,0,NA,1,1,2,1
"HID327678",0,1,2,0,0,0,NA,1,1,2,NA
"HID327770",0,1,2,0,1,1,NA,1,1,1,1
"HID327816",0,1,2,1,0,0,NA,1,1,2,NA
"HID327947",0,2,1,0,0,1,NA,1,1,2,NA
"HID327954",0,1,2,1,1,0,NA,1,1,2,NA
"HID327995",1,1,2,0,1,0,NA,1,0,1,NA
"HID328129",0,1,2,0,1,0,NA,1,1,1,NA
"HID328312",0,1,2,1,0,0,NA,1,1,1,1
"HID328338",0,2,2,1,1,0,NA,1,1,2,1
"HID328393",0,1,2,1,0,1,NA,1,1,1,NA
"HID328416",0,1,2,1,0,0,NA,0,1,1,NA
"HID328470",0,1,2,0,0,0,NA,1,0,2,NA
"HID328555",0,1,2,1,0,0,NA,1,0,1,NA
"HID329151",0,1,2,1,1,0,NA,1,1,2,NA
"HID329161",0,1,2,NA,0,0,NA,1,0,1,NA
"HID329279",0,1,2,1,0,0,NA,1,1,1,1
"HID329288",0,1,2,NA,0,0,NA,1,0,2,NA
"HID329408",0,1,2,1,0,0,NA,1,1,1,NA
"HID329422",0,1,2,1,0,0,NA,1,0,1,NA
"HID329442",0,2,2,1,0,0,NA,1,0,1,NA
"HID329485",0,1,2,NA,0,0,NA,1,0,1,NA
"HID329525",0,1,2,1,0,0,NA,1,1,NA,1
"HID329526",0,1,2,1,0,1,NA,1,1,1,NA
"HID329581",0,1,2,1,0,0,NA,1,1,1,1
"HID329598",0,1,2,1,1,0,NA,1,1,1,NA
"HID329729",0,1,2,1,1,0,1,1,1,3,1
"HID329846",0,1,2,0,0,0,NA,1,1,1,NA
"HID329902",1,1,2,1,0,0,NA,1,1,2,2
"HID329909",1,1,2,1,0,0,NA,1,1,1,NA
"HID329981",0,1,2,0,0,0,NA,1,0,1,NA
"HID330026",0,1,2,1,0,0,NA,1,1,NA,1
"HID330038",1,1,2,1,0,0,NA,1,1,2,NA
"HID330042",0,1,2,0,0,0,NA,1,1,1,NA
"HID330166",0,1,2,1,0,0,NA,1,1,1,NA
"HID330373",0,2,2,0,1,0,NA,0,1,1,NA
"HID330383",0,1,2,0,0,0,NA,1,0,1,1
"HID330463",0,1,2,0,0,0,NA,1,1,1,NA
"HID330553",0,1,2,1,1,0,NA,1,1,1,NA
"HID330808",1,1,2,1,1,0,NA,1,1,NA,1
"HID331009",0,2,2,1,0,0,NA,1,1,1,NA
"HID331024",0,1,2,1,1,0,NA,1,1,1,1
"HID331038",0,1,2,1,1,0,NA,1,1,1,NA
"HID331044",0,1,2,1,0,0,NA,1,0,1,1
"HID331111",0,1,2,1,0,0,NA,1,1,1,NA
"HID331120",0,2,2,1,1,0,NA,1,0,2,NA
"HID331140",1,1,2,1,1,0,NA,1,0,1,NA
"HID331244",0,1,2,NA,0,0,NA,1,0,1,NA
"HID331306",0,1,2,1,0,0,NA,1,1,1,1
"HID331311",0,1,2,1,0,0,NA,1,1,2,NA
"HID331325",0,1,2,1,0,0,NA,1,0,2,NA
"HID331359",0,2,2,1,1,0,NA,1,1,1,1
"HID331360",0,1,2,1,0,0,NA,0,0,1,NA
"HID331466",0,1,2,1,1,0,NA,1,1,1,1
"HID331609",0,1,2,1,1,0,NA,1,1,1,1
"HID332037",0,1,2,0,0,0,NA,1,1,NA,1
"HID332088",0,1,2,1,0,1,NA,1,1,1,1
"HID332098",0,1,2,NA,1,0,NA,1,0,2,NA
"HID332174",1,2,2,1,0,0,NA,1,0,1,NA
"HID332322",0,1,2,1,0,0,NA,1,0,1,NA
"HID332464",1,1,2,1,1,0,NA,1,0,1,1
"HID332587",0,1,2,1,0,0,NA,1,1,NA,1
"HID332618",0,1,2,0,0,0,NA,1,0,1,NA
"HID332650",0,1,2,0,1,0,NA,1,1,1,NA
"HID332691",0,2,2,1,0,0,NA,1,0,2,NA
"HID332825",0,1,2,1,0,0,NA,1,1,2,NA
"HID332842",0,1,2,0,0,0,NA,1,1,1,1
"HID333017",0,1,2,1,0,0,NA,1,1,3,1
"HID333019",0,1,2,0,0,0,NA,1,1,2,NA
"HID333234",1,1,2,1,0,0,NA,1,1,1,1
"HID333291",1,1,2,1,0,0,NA,1,1,1,1
"HID333347",0,1,2,1,0,0,NA,1,1,1,1
"HID333371",0,1,2,1,0,0,NA,1,1,1,1
"HID333383",0,2,2,1,0,1,NA,0,1,1,1
"HID333405",0,2,2,0,0,0,NA,1,0,1,NA
"HID333446",1,1,2,1,0,0,NA,1,0,1,NA
"HID333459",0,1,2,1,0,0,NA,1,1,1,NA
"HID333506",0,1,2,1,0,0,NA,1,1,1,NA
"HID333507",0,1,2,1,1,0,NA,1,1,2,1
"HID333563",0,1,2,0,0,0,NA,1,0,1,NA
"HID333567",1,1,2,1,0,0,NA,1,0,2,NA
"HID333620",0,1,2,NA,0,0,NA,0,0,1,NA
"HID333735",0,1,2,0,0,0,NA,1,1,NA,1
"HID333768",0,1,2,NA,0,0,NA,1,0,1,NA
"HID333883",1,1,2,1,1,0,NA,1,1,1,1
"HID334003",0,1,2,1,0,0,NA,1,1,NA,1
"HID334052",1,1,2,1,0,0,NA,1,0,2,NA
"HID334081",0,1,2,0,0,0,NA,1,1,1,1
"HID334187",0,1,2,NA,0,0,NA,1,0,1,NA
"HID334203",1,1,2,0,0,0,NA,1,0,NA,1
"HID334354",0,1,2,1,0,0,NA,1,1,NA,1
"HID334570",0,2,2,1,0,0,NA,1,0,1,NA
"HID334784",1,1,2,1,0,0,NA,0,1,1,NA
"HID334837",0,1,2,1,0,0,NA,1,0,1,NA
"HID334979",0,1,2,1,0,0,NA,1,1,1,NA
"HID334988",0,1,2,1,0,0,NA,1,1,2,1
"HID335002",0,1,2,0,1,0,NA,1,1,1,NA
"HID335004",0,1,2,1,1,0,NA,1,1,2,NA
"HID335072",1,1,2,1,0,0,NA,1,1,NA,1
"HID335121",0,1,2,1,0,0,NA,1,1,1,1
"HID335133",0,1,2,1,1,0,NA,1,1,2,1
"HID335145",1,2,2,1,0,0,NA,1,1,1,1
"HID335577",1,1,2,NA,0,0,NA,1,0,NA,1
"HID335639",1,1,2,1,0,0,NA,1,1,NA,1
"HID335703",0,1,2,0,0,0,NA,1,0,2,NA
"HID335874",0,1,2,1,0,0,NA,1,1,1,NA
"HID335914",0,1,2,NA,0,0,NA,1,0,1,NA
"HID335974",0,1,2,1,1,0,NA,1,1,1,NA
"HID336110",0,1,2,0,1,0,NA,1,1,1,1
"HID336359",0,1,2,1,0,0,NA,1,1,1,1
"HID336380",0,1,2,1,0,0,NA,1,0,1,NA
"HID336406",0,1,2,1,0,0,NA,1,1,1,NA
"HID336506",0,2,2,1,0,1,NA,0,1,1,NA
"HID336770",0,2,2,0,0,1,NA,1,1,1,NA
"HID336915",0,1,2,0,0,0,NA,1,1,1,1
"HID336975",0,1,2,1,1,0,NA,0,1,NA,1
"HID336983",0,2,2,1,1,0,NA,1,0,2,NA
"HID337126",0,1,2,1,0,0,NA,1,1,1,1
"HID337130",0,1,2,1,0,0,NA,1,1,2,NA
"HID337135",0,1,2,NA,0,0,NA,1,0,2,NA
"HID337266",0,1,2,1,0,0,NA,1,1,2,NA
"HID337281",0,1,2,1,0,0,NA,1,1,NA,1
"HID337348",1,1,2,1,0,0,NA,1,1,2,NA
"HID337455",1,1,2,1,0,0,NA,1,1,1,1
"HID337512",0,1,2,1,0,0,NA,1,0,1,NA
"HID337545",0,2,2,1,0,1,NA,1,0,2,NA
"HID337617",0,1,2,1,0,0,NA,1,1,1,NA
"HID337656",0,2,2,1,1,0,NA,1,1,1,1
"HID337919",1,1,2,1,0,0,NA,1,0,1,NA
"HID337924",0,1,2,1,0,0,NA,1,1,1,NA
"HID337998",0,1,2,1,0,0,NA,1,1,2,NA
"HID338048",0,1,1,1,0,0,NA,1,1,1,NA
"HID338125",0,1,2,0,0,0,NA,1,1,NA,1
"HID338159",0,1,2,1,1,0,NA,1,1,NA,NA
"HID338287",0,2,2,1,1,0,NA,1,1,1,1
"HID338370",1,1,2,1,0,1,NA,1,1,2,1
"HID338458",0,1,2,0,1,0,NA,1,1,1,1
"HID338467",0,1,2,1,0,0,NA,1,1,1,1
"HID338480",0,1,2,1,0,0,NA,1,0,1,NA
"HID338555",0,1,2,1,0,0,NA,1,0,NA,2
"HID339271",0,1,2,1,0,0,NA,1,1,1,1
"HID339343",1,1,2,1,0,0,NA,1,1,1,1
"HID339345",0,1,2,1,0,0,NA,1,1,1,NA
"HID339402",0,1,2,0,0,0,NA,1,0,1,1
"HID339512",1,1,2,1,0,0,NA,1,0,1,NA
"HID339616",1,1,2,1,1,0,NA,1,1,1,NA
"HID339634",0,1,2,0,0,1,NA,1,1,1,1
"HID339730",1,1,2,1,0,0,NA,1,1,1,NA
"HID339748",0,1,2,1,0,1,NA,1,1,2,NA
"HID339789",1,1,2,1,0,0,NA,1,0,1,NA
"HID339826",0,1,2,1,0,0,NA,0,1,1,NA
"HID339953",0,2,2,1,1,0,NA,1,1,1,1
"HID339968",0,1,2,1,0,0,NA,1,1,2,NA
"HID339973",0,1,2,1,0,0,NA,1,0,2,2
"HID340070",1,2,2,1,1,0,NA,1,1,1,NA
"HID340128",0,1,2,1,0,1,NA,1,1,1,1
"HID340214",0,1,2,1,0,0,NA,1,1,1,1
"HID340324",0,1,2,1,0,1,NA,1,1,2,1
"HID340389",0,1,2,1,1,0,NA,1,1,NA,NA
"HID340489",1,1,2,1,0,0,NA,1,1,1,1
"HID340496",0,1,2,1,0,0,NA,1,1,2,NA
"HID340523",1,1,2,1,1,0,NA,1,1,1,1
"HID340582",0,1,2,1,0,0,NA,1,1,1,NA
"HID340631",0,1,2,1,0,0,NA,1,1,2,2
"HID340794",1,1,2,1,0,0,NA,1,0,NA,1
"HID340944",1,1,2,0,0,0,NA,1,1,NA,2
"HID341176",0,1,2,NA,0,0,NA,1,0,1,NA
"HID341614",0,2,2,1,0,0,0,1,0,2,NA
"HID341688",0,1,2,1,0,0,NA,0,1,2,NA
"HID341724",0,1,2,1,0,0,NA,1,1,2,1
"HID341843",0,1,2,1,1,0,NA,1,1,1,NA
"HID341853",0,1,2,1,0,1,NA,1,1,1,1
"HID341906",0,1,2,1,1,0,NA,1,1,1,NA
"HID341948",0,2,1,0,0,1,NA,1,1,2,2
"HID341953",0,1,2,0,0,0,NA,1,1,1,1
"HID342007",0,1,2,1,0,0,NA,1,1,1,1
"HID342223",0,1,2,NA,0,0,NA,1,0,1,NA
"HID342234",0,1,2,1,0,0,NA,1,1,1,1
"HID342252",1,1,2,1,0,0,NA,1,1,1,1
"HID342450",0,1,2,1,0,0,NA,1,1,1,1
"HID342585",1,1,2,0,0,0,NA,1,1,1,1
"HID342589",0,1,2,1,0,0,NA,1,1,1,1
"HID342671",0,1,2,1,0,0,NA,1,0,1,NA
"HID342732",0,1,2,1,0,0,NA,1,1,1,1
"HID342761",1,1,2,0,0,0,NA,1,0,1,NA
"HID342794",0,1,2,1,0,0,NA,1,1,1,NA
"HID342875",0,1,2,1,0,0,NA,1,1,1,1
"HID343016",1,1,2,1,0,0,NA,1,1,1,NA
"HID343095",0,1,2,1,0,1,NA,1,1,2,1
"HID343111",0,1,2,1,0,0,NA,1,0,1,NA
"HID343125",0,1,2,1,0,0,NA,1,1,1,1
"HID343156",0,1,2,1,0,0,1,1,1,1,NA
"HID343220",0,1,1,1,0,0,NA,1,1,2,2
"HID343254",1,1,2,1,0,0,NA,1,1,1,NA
"HID343283",0,2,2,1,1,0,NA,1,1,2,2
"HID343492",0,1,2,1,0,0,NA,1,1,1,1
"HID343510",0,1,2,0,0,0,NA,1,0,1,NA
"HID343569",0,1,2,1,0,1,NA,1,1,2,1
"HID343691",1,1,2,1,0,0,NA,1,0,2,NA
"HID343697",1,1,2,1,0,0,NA,1,1,2,NA
"HID343727",1,1,2,1,1,0,NA,1,1,1,1
"HID343778",0,2,2,1,1,0,NA,1,1,1,1
"HID344211",1,1,2,0,0,0,NA,1,1,NA,1
"HID344295",0,1,2,NA,0,0,NA,1,0,1,1
"HID344727",0,1,2,1,0,0,NA,1,1,1,1
"HID344764",1,1,2,1,1,0,NA,1,1,1,1
"HID345073",0,1,2,0,0,1,NA,1,1,1,NA
"HID345234",1,1,2,1,0,0,NA,1,0,1,NA
"HID345303",1,1,2,1,0,0,NA,1,1,1,NA
"HID345316",0,1,2,1,0,0,NA,1,0,1,NA
"HID345353",0,2,2,0,0,0,NA,1,1,2,1
"HID345394",0,1,2,1,1,0,NA,1,1,1,NA
"HID345438",0,1,2,0,0,0,NA,1,0,2,NA
"HID345533",0,1,2,0,0,0,NA,1,1,NA,1
"HID345866",0,1,2,1,1,0,NA,1,1,2,NA
"HID346046",0,1,2,0,0,0,NA,1,1,2,NA
"HID346176",0,1,2,1,0,0,NA,1,1,1,1
"HID346233",0,1,2,1,0,0,NA,1,1,1,1
"HID346275",0,1,2,0,0,0,NA,1,0,1,NA
"HID346316",0,2,2,1,1,0,NA,1,1,1,NA
"HID346357",0,1,2,1,0,0,NA,1,1,1,1
"HID346367",0,1,2,0,0,0,NA,1,1,2,2
"HID346615",0,1,2,0,0,0,NA,1,1,1,1
"HID346630",0,1,2,0,0,0,NA,1,1,1,NA
"HID346657",0,1,2,1,0,0,NA,1,1,1,1
"HID346686",0,1,2,0,0,0,NA,1,1,1,1
"HID346759",1,1,2,1,0,0,NA,1,1,1,NA
"HID346770",1,1,2,1,0,0,NA,1,0,2,NA
"HID346813",0,1,2,1,1,0,NA,1,1,2,1
"HID346820",0,1,2,1,0,0,NA,1,0,2,NA
"HID346873",1,1,2,NA,0,1,NA,0,0,1,NA
"HID346874",0,1,2,0,0,0,NA,1,1,1,NA
"HID346880",0,2,2,1,1,0,NA,1,1,1,NA
"HID346941",1,1,2,1,0,0,NA,1,1,1,NA
"HID346974",0,1,2,0,0,0,NA,1,0,2,NA
"HID346988",0,1,2,1,1,0,NA,1,1,1,NA
"HID347050",0,1,2,1,1,0,NA,1,1,1,1
"HID347201",0,1,2,1,1,0,NA,1,1,1,NA
"HID347267",1,1,2,1,0,0,NA,1,0,1,NA
"HID347287",1,1,2,1,0,0,NA,1,1,2,NA
"HID347411",0,1,2,1,0,0,NA,1,1,2,NA
"HID347412",0,1,2,NA,0,0,NA,1,0,2,NA
"HID347428",0,2,2,1,1,0,NA,1,1,1,NA
"HID347472",0,1,2,1,1,0,NA,1,1,2,NA
"HID347514",1,1,2,1,0,0,NA,1,1,1,NA
"HID347585",0,1,2,1,0,0,NA,1,1,1,1
"HID347591",0,1,2,1,0,0,NA,1,1,1,NA
"HID347759",0,1,2,1,0,0,NA,1,1,1,2
"HID347820",0,1,2,1,0,0,NA,1,1,1,1
"HID347835",0,1,2,1,1,0,NA,1,1,1,1
"HID348051",1,1,2,1,1,0,NA,1,1,2,NA
"HID348067",0,1,2,1,1,0,NA,1,1,1,1
"HID348093",0,1,2,1,0,0,NA,1,0,1,1
"HID348111",0,1,2,1,0,0,NA,1,1,1,NA
"HID348184",0,1,2,1,0,1,NA,1,1,2,1
"HID348213",1,1,2,1,1,0,NA,1,1,2,NA
"HID348227",0,1,2,1,0,0,NA,0,1,NA,2
"HID348234",0,1,2,0,0,0,NA,1,1,2,NA
"HID348339",0,1,2,0,1,0,NA,1,0,1,NA
"HID348397",0,1,2,0,0,0,NA,1,1,2,NA
"HID348473",1,1,2,1,0,0,NA,1,1,NA,2
"HID348507",1,1,2,1,0,0,NA,1,1,2,NA
"HID348570",0,1,1,1,1,0,NA,1,1,2,NA
"HID348587",0,1,2,1,1,0,NA,1,1,1,NA
"HID348629",0,1,2,0,1,0,NA,1,1,1,1
"HID348693",0,1,2,1,0,0,NA,1,1,1,NA
"HID348767",1,1,2,1,0,0,NA,1,0,1,NA
"HID348948",1,1,2,1,0,0,NA,0,1,NA,1
"HID349105",0,1,2,1,0,0,NA,1,1,2,NA
"HID349450",0,1,2,1,0,0,NA,1,0,1,NA
"HID349458",1,1,2,NA,0,0,NA,1,0,1,NA
"HID349596",0,1,2,1,0,0,NA,1,1,1,1
"HID349659",0,1,2,0,0,0,NA,1,1,1,NA
"HID349679",0,1,2,NA,0,0,NA,1,0,1,NA
"HID349701",0,1,2,1,1,0,NA,1,1,1,1
"HID349799",0,1,2,0,0,0,NA,1,1,2,NA
"HID349827",0,1,2,0,0,0,NA,1,0,1,1
"HID349879",0,1,2,1,0,0,NA,1,0,2,NA
"HID349965",1,1,2,1,0,0,NA,1,1,2,NA
"HID349985",1,1,2,NA,0,0,NA,1,0,1,NA
"HID350002",1,2,2,1,1,0,NA,1,1,1,NA
"HID350053",0,1,2,1,0,0,NA,1,1,1,NA
"HID350057",0,1,2,0,0,1,NA,1,1,NA,1
"HID350082",0,1,2,0,0,0,NA,1,0,1,1
"HID350147",1,1,2,1,0,1,NA,1,1,NA,2
"HID350178",1,1,2,1,0,0,NA,1,1,2,NA
"HID350219",0,1,2,0,0,0,NA,1,0,2,2
"HID350285",0,1,2,1,0,0,NA,0,1,NA,1
"HID350392",0,1,2,1,0,0,NA,0,1,2,NA
"HID350548",1,1,2,1,0,0,NA,1,1,1,1
"HID350561",0,1,2,1,0,0,NA,1,1,1,NA
"HID350582",0,1,2,NA,0,0,NA,1,0,1,NA
"HID350636",1,1,2,0,0,0,NA,1,1,1,1
"HID350640",1,1,2,0,0,0,NA,1,1,1,NA
"HID350775",0,1,2,1,0,0,NA,1,1,1,NA
"HID350867",0,1,2,1,0,0,NA,1,1,NA,1
"HID350931",1,1,2,NA,0,0,NA,1,0,1,NA
"HID350951",1,2,2,1,0,0,NA,1,1,2,2
"HID351053",0,1,2,1,0,0,NA,1,1,1,1
"HID351259",1,1,2,1,0,0,NA,1,1,1,1
"HID351299",1,1,2,1,0,1,NA,1,1,1,1
"HID351370",0,1,2,1,0,0,NA,1,1,2,NA
"HID351375",1,1,2,1,1,0,NA,1,1,1,1
"HID351380",0,1,2,1,1,0,NA,1,0,1,NA
"HID351708",0,1,2,1,1,1,1,1,1,1,1
"HID351822",0,1,2,0,0,0,NA,0,0,1,NA
"HID351965",0,1,2,1,0,0,NA,1,1,1,NA
"HID351989",0,1,2,1,0,1,NA,1,1,2,2
"HID352034",0,1,2,1,0,0,NA,1,1,2,NA
"HID352052",0,1,2,1,0,0,NA,1,1,1,1
"HID352095",0,1,2,1,1,0,NA,1,1,2,2
"HID352164",0,1,2,0,0,0,NA,1,1,NA,1
"HID352205",0,1,2,1,0,0,NA,1,0,1,1
"HID352456",0,1,2,1,0,0,NA,1,0,2,NA
"HID352507",1,1,2,NA,0,0,NA,1,0,1,NA
"HID352737",0,1,2,1,0,1,NA,1,1,1,1
"HID352777",0,1,2,1,1,1,NA,1,1,NA,NA
"HID352823",0,1,2,1,0,0,NA,1,0,NA,1
"HID352946",0,1,2,1,0,0,NA,1,1,2,NA
"HID352974",0,1,2,1,1,0,NA,1,0,1,NA
"HID353013",0,1,2,1,0,0,NA,1,0,1,NA
"HID353096",0,1,2,1,0,0,NA,1,1,1,1
"HID353152",0,1,2,1,0,0,NA,1,1,1,1
"HID353397",1,1,2,1,0,0,NA,1,1,1,1
"HID353399",0,2,2,1,1,0,NA,1,1,1,NA
"HID353513",0,1,2,1,0,0,NA,1,1,1,1
"HID353560",0,1,2,1,1,0,NA,1,1,1,NA
"HID353569",1,1,2,1,0,0,NA,1,1,2,NA
"HID353573",0,1,2,1,0,1,NA,0,1,NA,NA
"HID353585",0,2,2,1,0,0,NA,1,1,1,NA
"HID353594",1,1,2,1,0,0,NA,1,1,1,1
"HID353707",1,1,2,0,1,0,NA,1,1,1,1
"HID353715",0,1,2,1,0,0,NA,1,1,1,NA
"HID353761",0,1,2,1,1,0,NA,1,1,2,NA
"HID353763",0,2,1,0,0,0,NA,1,0,2,NA
"HID353813",1,1,2,1,0,0,NA,1,0,2,1
"HID353858",0,1,2,1,0,0,NA,1,1,1,NA
"HID353948",0,2,2,1,1,0,NA,1,1,2,NA
"HID353961",0,1,2,1,0,1,NA,1,1,1,1
"HID354251",0,1,2,1,0,0,NA,1,0,1,NA
"HID354285",0,1,2,1,0,0,NA,1,1,2,2
"HID354370",0,1,2,0,0,1,NA,1,1,NA,1
"HID354421",0,1,2,1,0,0,NA,1,1,1,1
"HID354468",1,1,2,1,1,0,NA,1,1,1,1
"HID354488",0,1,2,1,0,0,NA,1,1,1,1
"HID354544",0,1,2,NA,0,0,NA,1,0,1,NA
"HID354582",0,2,2,1,0,1,NA,1,1,1,1
"HID354670",0,1,2,1,1,0,NA,1,0,1,NA
"HID354731",0,2,2,1,0,1,NA,1,1,1,1
"HID354765",0,1,2,1,0,0,NA,1,1,1,1
"HID354884",0,1,2,1,0,0,NA,1,1,1,1
"HID355010",0,1,2,0,0,0,NA,1,0,2,NA
"HID355032",1,1,2,1,0,0,NA,1,0,1,NA
"HID355055",0,1,2,1,1,0,NA,1,1,NA,NA
"HID355154",0,1,2,1,0,0,NA,1,1,2,1
"HID355234",0,1,2,1,0,0,NA,1,1,1,1
"HID355328",0,1,2,NA,0,0,NA,1,0,1,NA
"HID355352",0,1,2,1,1,0,NA,1,1,2,NA
"HID355355",0,1,2,1,0,0,NA,1,1,1,1
"HID355367",1,1,2,1,0,1,NA,1,0,1,NA
"HID355524",0,1,2,1,0,0,NA,1,1,NA,NA
"HID355533",0,1,2,1,0,0,NA,1,0,2,NA
"HID355633",0,1,1,1,0,0,NA,1,0,1,NA
"HID355658",0,1,2,1,0,0,NA,0,1,NA,1
"HID355669",1,1,2,1,0,0,NA,1,1,2,1
"HID355705",0,1,2,1,0,0,NA,1,1,1,1
"HID355772",1,1,2,1,0,0,NA,1,1,2,NA
"HID355793",0,1,2,0,0,0,NA,1,0,1,NA
"HID355835",0,2,2,1,0,0,NA,1,0,1,NA
"HID355877",0,1,2,1,0,0,NA,1,1,2,NA
"HID355957",0,1,2,1,1,0,NA,1,0,2,NA
"HID356086",0,1,2,1,0,0,NA,1,1,1,1
"HID356278",1,1,2,1,0,0,NA,1,1,2,NA
