"hhid","province","raised_Poultry","raised_cattle_buffalo","raised_Livestock","raised_Livestock_Poultry","ag_area","ag_hh","zone","fhh","edu_hh","edu_hh_head","covid_shock","ag_comm","ag_assoc","ag_comm_assoc","animal_area","animal_ded_area","homelot_area","parcel_area","holding_area","animal_area_rate","rice","rice_harv_sold_pct","sold_rice","rice_area_agland_pct","rice_area_total_pct","rice_price_impt","value_rice_prod","rice_price","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price","animal_disease","irrigation","drought","flood","ag_extension_training","family_hours","family_full_days","family_work_days"
"HID146552",3,1,1,1,1,1.0008,1,"Plain",0,1,1,0,0,0,0,0.0007999999797903,1,0.03,1,1.03,0.00077669905,1,0.33333334,1,0.99920064,0.97087383,0,4200000,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,180,22.5,90
"HID146662",10,1,0,0,1,0.2937,1,"Mountain",0,2,1,0,0,0,0,0.0006000000284985,1,0.3,NA,0.30000001,0.0020000001,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,5494,686.75,701
"HID146672",6,1,0,0,1,1.3006,1,"Tonle Sap",1,2,1,0,0,0,0,0.0006000000284985,1,0.16,1.2,1.36,0.0004411765,0,NA,NA,NA,NA,0,NA,NA,1,0,0.5,0,NA,NA,NA,NA,0.38443795,0.36764705,0,NA,NA,0,0,1,0,0,1245,155.625,225
"HID146691",3,1,1,1,1,0.803,1,"Plain",0,1,0,0,0,0,0,0.0020000000949949,1,0.03,NA,0.029999999,0.06666667,1,0,0,0.99626398,26.666668,1,1800000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,720,90,240
"HID146904",17,1,1,1,1,1.7204,1,"Tonle Sap",0,2,2,0,0,0,0,0.0003999999898952,1,0.25,1.52,1.77,0.0002259887,1,0,0,0.75563824,0.73446327,1,3420000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1840,230,340
"HID146985",25,1,0,0,1,0.006,1,"Plain",0,3,3,0,0,0,0,0.0049999998882413,1,0.075,NA,0.075000003,0.066666663,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2400,300,480
"HID147043",9,1,0,0,1,1.5031,1,"Coastal",0,2,0,0,0,0,0,0.0006000000284985,1,0.04,3,3.04,0.00019736843,1,0,0,0.33264586,0.16447368,1,3200000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,7344,918,808
"HID147069",5,1,1,1,1,0.9118,1,"Mountain",0,2,2,0,0,0,0,0.0017999999690801,1,0.201,0.63,0.83100003,0.0021660649,1,0.16216215,1,0.96512395,1.0589651,0,4255000,1150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,252,31.5,42
"HID147295",8,1,0,0,1,0.23,1,"Plain",1,2,1,0,0,0,0,0.0099999997764826,1,0.049,0.2,0.249,0.040160641,1,0,0,0.86956519,0.80321288,1,1080000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3840,480,480
"HID147374",20,1,1,1,1,0.5718,1,"Plain",0,3,1,0,0,0,0,0.0017999999690801,1,0.6,0.5,1.1,0.0016363636,1,0,0,0.87443161,0.45454544,1,1800000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2664,333,780
"HID147441",4,1,1,1,1,0.1014,1,"Tonle Sap",0,2,2,0,0,0,0,0.0003999999898952,1,0.028,0.1,0.12800001,0.0031249998,1,0,0,0.9861933,0.78124994,1,540000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,0,128,16,16
"HID147557",20,1,0,0,1,3.011,1,"Plain",0,3,1,0,0,0,0,0.0060000000521541,1,0.3,3,3.3,0.0018181818,1,0,0,0.99634671,0.90909094,1,6300000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1800,225,468
"HID147746",5,1,0,0,1,0.52,1,"Mountain",0,2,0,0,0,0,0,NA,0,0.025,0.52,0.54500002,NA,1,0.054347824,1,0.96153843,0.91743118,0,2415000,1050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,446,55.75,77
"HID147761",2,1,1,1,1,4.017,1,"Tonle Sap",0,2,0,0,0,0,0,0.0070000002160668,1,0.1612,4,4.1612,0.0016822071,1,0.33333334,1,0.99576801,0.96126115,0,14400000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,0,2374,296.75,584
"HID148023",17,1,1,1,1,3.203,1,"Tonle Sap",1,1,1,1,0,0,0,0.0010000000474975,1,0.06,3,3.0599999,0.0003267974,1,0,0,0.94598812,0.99019611,1,1900000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0,1590,198.75,330
"HID148045",6,1,0,0,1,12.0035,1,"Tonle Sap",0,2,0,0,0,0,0,0.0015000000130385,1,0.055,12,12.055,0.0001244297,0,NA,NA,NA,NA,0,NA,NA,1,8,8,24000,0,12000,0.5,1,0.66647226,0.66362506,0,76800000,3200,0,0,0,0,0,5496,687,772
"HID148048",1,1,0,0,1,1.023,1,"Tonle Sap",0,1,1,0,0,0,0,0.003000000026077,1,0.266,0.96,1.226,0.0024469821,1,0.125,1,0.93841642,0.78303427,0,7200000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,0,0,120,15,40
"HID148055",25,1,0,1,1,2.0204,1,"Plain",0,2,2,0,0,0,0,0.0003999999898952,1,0.06,2,2.0599999,0.00019417476,1,0.26190478,1,0.98990297,0.97087383,0,8400000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,468,58.5,96
"HID148079",NA,NA,NA,NA,NA,0.05,1,"",1,1,1,0,0,0,0,NA,0,0.18,NA,0.18000001,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0
"HID148090",3,NA,NA,NA,NA,1.5,1,"Plain",0,1,1,0,0,0,0,NA,0,0.225,1.5,1.725,NA,1,0,0,1,0.86956519,1,5400000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,4110,513.75,570
"HID148224",25,1,0,0,1,2.004,1,"Plain",0,2,0,0,0,0,0,0.0010000000474975,1,0.014,NA,0.014,0.071428575,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2100,262.5,300
"HID148297",6,1,1,1,1,6.0026,1,"Tonle Sap",0,2,0,0,0,0,0,0.0026000000070781,1,0.25,6,6.25,0.000416,1,0.41666666,1,0.6663779,0.63999999,0,10800000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,4860,607.5,710
"HID148327",25,1,0,0,1,1.035,1,"Plain",0,1,1,0,0,0,0,0.0049999998882413,1,0.05,1,1.05,0.0047619049,0,NA,NA,NA,NA,0,NA,NA,1,1,1,900,0,450,0.5,1,0.9661836,0.95238101,0,3600000,4000,1,0,0,0,0,290,36.25,80
"HID148335",2,1,0,0,1,16.186,1,"Tonle Sap",0,2,2,0,0,0,0,0.180000007152557,1,0.18,16,16.18,0.011124846,0,NA,NA,NA,NA,0,NA,NA,1,0,11,0,NA,NA,NA,NA,0.67959964,0.67985165,0,NA,NA,0,1,0,0,0,480,60,114
"HID148376",22,1,0,0,1,7.011,1,"Tonle Sap",0,1,1,0,0,0,0,0.0010000000474975,1,0.4,7.5,7.9000001,0.00012658228,1,0.17857143,1,0.85579801,0.75949365,0,10864000,970,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1024,128,257
"HID148438",9,1,0,0,1,4e-04,1,"Coastal",1,1,1,0,0,0,0,0.0003999999898952,1,0.03,NA,0.029999999,0.013333334,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1260,157.5,430
"HID148449",1,1,0,0,1,2.0586,1,"Tonle Sap",0,2,2,0,0,0,0,0.0006000000284985,1,0.075,2.04,2.115,0.00028368796,1,0.36363637,1,0.79665792,0.77541369,0,11000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1700,212.5,225
"HID148497",2,NA,NA,NA,NA,0.04,1,"Tonle Sap",0,2,1,0,0,0,0,NA,0,0.076,NA,0.075999998,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,120,15,120
"HID148514",25,1,0,0,1,0.501,1,"Plain",0,1,1,0,0,0,0,0.0010000000474975,1,0.027,0.5,0.52700001,0.0018975333,1,0,0,0.99800402,0.94876659,1,1140000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2880,360,360
"HID148528",21,NA,NA,NA,NA,1,1,"Plain",1,3,2,0,0,0,0,NA,0,0.05,1,1.05,NA,1,0.44999999,1,1,0.95238101,0,31500000,1050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,198,24.75,117
"HID148553",17,1,1,1,1,4.5015,1,"Tonle Sap",0,2,1,0,0,0,0,0.0015000000130385,1,0.45,4.5,4.9499998,0.00030303031,1,0,0,0.66644454,0.60606062,1,3800000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,4680,585,720
"HID148686",7,1,0,0,1,0.2036,1,"Coastal",0,2,2,0,0,0,0,0.0005000000237487,1,0.0489,0.2021,0.25099999,0.0019920322,1,0,0,0.99263263,0.8051793,1,785400,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,780,97.5,300
"HID149084",2,1,0,0,1,0.8608,1,"Tonle Sap",0,2,1,0,0,0,0,0.0007999999797903,1,0.15,0.86,1.01,0.0007920792,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1200,150,300
"HID149136",25,NA,NA,NA,NA,0.5,1,"Plain",0,2,0,0,0,0,0,NA,0,0.08,NA,0.079999998,NA,1,0,0,1,6.25,1,1710000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,800,100,200
"HID149205",17,NA,NA,NA,NA,0.909,1,"Tonle Sap",1,2,2,0,0,0,0,NA,0,0.168,0.9,1.068,NA,1,0,0,0.99009901,0.84269667,1,2850000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1110,138.75,240
"HID149249",9,1,1,1,1,0.3032,1,"Coastal",0,3,1,0,0,0,0,0.0031999999191612,1,0.2,0.3,0.5,0.0063999998,1,0,0,0.98944592,0.60000002,1,1040000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2448,306,477
"HID149306",8,1,1,1,1,0.002,1,"Plain",0,0,0,0,0,0,0,0.0020000000949949,1,0.045,NA,0.045000002,0.044444446,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3360,420,660
"HID149343",17,1,0,0,1,0.005,1,"Tonle Sap",0,2,2,0,0,0,0,NA,0,0.071,NA,0.071000002,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,555,69.375,195
"HID149380",7,1,1,1,1,0.5453,1,"Coastal",1,2,2,0,1,0,1,0.0017999999690801,1,0.12,0.54,0.66000003,0.0027272727,1,0,0,0.99028057,0.81818181,1,1836000,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,276,34.5,92
"HID149518",12,1,1,1,1,0.3615,1,"Phnom Penh",0,2,1,0,0,0,0,NA,0,0.025,NA,0.025,NA,1,0.060606062,1,0.99585062,14.4,0,3630000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,160,20,31
"HID149527",8,1,1,1,1,1.02,1,"Plain",0,2,1,1,1,1,1,0.0099999997764826,1,0.028,1,1.028,0.0097276261,1,0.43478259,1,0.98039216,0.97276264,0,13800000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,1,1,7464,933,1146
"HID149537",14,1,0,0,1,0.1535,1,"Plain",1,2,1,0,0,0,0,0.0024999999441206,1,0.0465,0.15,0.1965,0.012722646,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,252,31.5,132
"HID149634",12,1,0,0,1,0.41,1,"Phnom Penh",1,3,0,0,0,0,0,NA,0,0.08,0.3,0.38,NA,1,0,0,0.97560978,1.0526316,1,480000,1200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,198,24.75,88
"HID149644",5,1,1,1,1,1.0008,1,"Mountain",0,2,1,0,0,0,0,0.0007999999797903,1,0.12,1,1.12,0.00071428571,1,0,0,0.99920064,0.89285713,1,4510000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,2040,255,840
"HID149739",18,1,0,0,1,0.0712,1,"Coastal",0,2,2,0,1,0,1,0.0012000000569969,1,0.1,NA,0.1,0.012,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,2240,280,400
"HID149806",17,1,0,1,1,2.025,1,"Tonle Sap",0,2,2,1,0,0,0,0.0049999998882413,1,0.45,2,2.45,0.0020408162,1,0,0,0.98765433,0.8163265,1,15200000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,1,720,90,720
"HID149847",5,NA,NA,NA,NA,0.44,1,"Mountain",0,1,1,0,0,0,0,NA,0,0.04,0.44,0.47999999,NA,1,0.125,1,0.97727275,0.89583337,0,3400000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,750,93.75,150
"HID149870",20,1,1,1,1,2.0062,1,"Plain",0,1,1,0,0,0,0,0.0015999999595806,1,0.4,2,2.4000001,0.0006666666,1,0.056886226,1,0.99690956,0.83333331,0,10020000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1500,187.5,780
"HID149980",3,1,0,0,1,0.31,1,"Plain",0,2,2,1,0,0,0,0.143999993801117,1,0.144,0.036,0.17999999,0.80000001,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2424,303,624
"HID150063",1,1,0,0,1,28.02,1,"Tonle Sap",0,2,1,0,0,0,0,0.0199999995529652,1,0.05,28,28.049999,0.00071301247,1,0.42857143,1,0.92790866,0.92691624,0,9800000,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,1,2868,358.5,768
"HID150076",5,1,0,0,1,2.25,1,"Mountain",0,2,2,0,0,0,0,0.100000001490116,1,0.3,1.77,2.0699999,0.048309181,1,0.30000001,1,0.8888889,0.9661836,0,11000000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2700,337.5,840
"HID150116",25,1,1,1,1,2.872,1,"Plain",0,2,0,0,0,0,0,0.0020000000949949,1,0.075,2.47,2.5450001,0.00078585465,1,0,0,0.69637883,0.78585458,1,5700000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1440,180,240
"HID150129",25,1,1,1,1,3.35,1,"Plain",0,1,1,0,0,0,0,0.0299999993294477,1,0.42,3.32,3.74,0.0080213901,1,0.2857143,1,0.80597013,0.72192514,0,14000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1920,240,340
"HID150155",20,1,1,1,1,2.152,1,"Plain",0,3,2,0,0,0,0,1.01199996471405,1,0.2,2,2.2,0.45999998,1,0,0,0.46468401,0.45454544,1,6300000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2448,306,1224
"HID150161",22,1,1,1,1,8.516,1,"Tonle Sap",0,2,1,0,0,0,0,0.0060000000521541,1,0.023,8.5,8.5229998,0.00070397748,1,0.125,1,0.82198215,0.82130706,0,21600000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,6288,786,1050
"HID150189",15,1,1,1,1,10.0046,1,"Tonle Sap",0,3,2,0,0,0,0,0.0006000000284985,1,0.2,10,10.2,5.8823534e-05,1,0.41666666,1,0.99954021,0.98039216,0,26400000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,108,13.5,54
"HID150215",21,1,0,0,1,1.5012,1,"Plain",0,3,3,0,0,0,0,0.0012000000569969,1,0.054,1.5,1.554,0.00077220082,1,0.5,1,0.99920064,0.96525097,0,21600000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,900,112.5,180
"HID150225",1,1,1,1,1,5.0059,1,"Tonle Sap",0,1,1,1,0,0,0,0.00089999998454,1,0.03,5,5.0300002,0.00017892644,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,1,204,25.5,38
"HID150268",21,1,0,0,1,1.2012,1,"Plain",0,1,1,0,0,1,0,0.0005000000237487,1,0.08,1.2,1.28,0.00039062503,1,0.3611111,1,0.99900103,0.9375,0,10800000,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,240,30,48
"HID150410",17,1,0,0,1,4.06,1,"Tonle Sap",1,2,1,0,0,0,0,0.0099999997764826,1,0.32,4,4.3200002,0.0023148146,1,0.3125,1,0.98522168,0.92592591,0,14400000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,1574,196.75,484
"HID150518",5,1,1,1,1,0.4024,1,"Mountain",1,2,1,0,0,0,0,0.0024000001139939,1,0.15,0.35,0.5,0.0048000002,1,0,0,0.86978132,0.69999999,1,2860000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1812,226.5,684
"HID150585",25,1,0,0,1,1.265,1,"Plain",0,2,1,0,0,0,0,0.0049999998882413,1,0.091,1.2,1.291,0.0038729666,1,0,0,0.31620553,0.30983734,1,1900000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2025,253.125,345
"HID150604",8,1,1,1,1,0.1904,1,"Plain",1,2,1,0,0,0,0,0.0003999999898952,1,0.036,0.16,0.19599999,0.0020408162,1,0,0,0.84033614,0.81632656,1,1440000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,560,70,140
"HID150674",21,1,1,1,1,0.87,1,"Plain",1,2,1,0,0,0,0,0.0500000007450581,1,0.2,0.87,1.0700001,0.046728969,1,0,0,0.91954023,0.7476635,1,4650000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,228,28.5,66
"HID150755",20,1,1,1,1,0.7051,1,"Plain",1,1,1,0,0,0,0,0.0017999999690801,1,0.06,0.7,0.75999999,0.0023684211,1,0,0,0.99276698,0.92105263,1,1080000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1224,153,504
"HID150896",3,NA,NA,NA,NA,3.45,1,"Plain",0,1,1,0,0,0,0,NA,0,0.75,3.45,4.1999998,NA,1,0.33333334,1,1,0.8214286,0,7200000,1200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1770,221.25,295
"HID151026",4,NA,NA,NA,NA,5.2005,1,"Tonle Sap",0,2,2,0,0,0,0,NA,0,0.0162,NA,0.0162,NA,1,0.43589744,1,0.99990386,320.98764,0,23400000,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1080,135,180
"HID151037",7,1,0,0,1,0.48,1,"Coastal",0,NA,NA,0,0,0,0,NA,0,0.12,0.45,0.56999999,NA,1,0,0,0.625,0.52631581,1,1122000,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,285,35.625,75
"HID151074",5,NA,NA,NA,NA,0.572,1,"Mountain",1,2,1,0,0,0,0,NA,0,0.1014,0.4,0.50139999,NA,1,0,0,0.99650347,1.136817,1,2860000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,425,53.125,95
"HID151134",19,1,1,1,1,0.102,1,"Mountain",0,2,0,0,0,0,0,0.0020000000949949,1,0.175,NA,0.175,0.011428572,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1980,247.5,780
"HID151254",3,NA,NA,NA,NA,1.04,1,"Plain",0,2,2,0,0,0,0,NA,0,0.25,0.85,1.1,NA,1,NA,NA,0.2451923,0.23181817,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1560,195,240
"HID151293",8,1,0,0,1,0.0427,1,"Plain",1,2,2,0,0,0,0,0.0010000000474975,1,0.0475,NA,0.047499999,0.021052632,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,588,73.5,251
"HID151308",14,1,1,1,1,0.4224,1,"Plain",0,2,0,0,0,0,0,0.0024000001139939,1,0.175,0.34,0.51499999,0.0046601947,1,0.30000001,1,0.80492425,0.66019422,0,5000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,235,29.375,145
"HID151379",2,1,0,0,1,1.1024,1,"Tonle Sap",1,2,1,1,0,0,0,0.0024000001139939,1,0.4,1.1,1.5,0.0016000001,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,534,66.75,94
"HID151394",14,1,0,0,1,1.9036,1,"Plain",0,2,0,0,0,0,0,0.0006000000284985,1,0.028,1.9,1.928,0.00031120333,1,0,0,0.99810886,0.98547721,1,8370000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,114,14.25,66
"HID151416",21,NA,NA,NA,NA,20,1,"Plain",0,2,2,0,0,0,0,NA,0,0.15,20,20.15,NA,1,0.5,1,0.89999998,0.89330024,0,124800000,780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,300,37.5,60
"HID151421",6,1,1,1,1,0.703,1,"Tonle Sap",0,2,0,0,0,0,0,0.0010000000474975,1,0.15,0.7,0.85000002,0.0011764707,1,0.14705883,1,0.99573255,0.82352936,0,2040000,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,3140,392.5,750
"HID151473",17,1,0,0,1,4e-04,1,"Tonle Sap",0,2,2,0,0,0,0,0.0003999999898952,1,0.014,NA,0.014,0.028571427,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,4680,585,630
"HID151536",5,1,1,1,1,0.5016,1,"Mountain",0,2,2,0,0,0,0,0.0006000000284985,1,0.06,0.5,0.56,0.0010714286,1,0.14285715,1,0.9968102,0.89285713,0,4620000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,960,120,960
"HID151634",12,1,0,0,1,2.0008,1,"Phnom Penh",0,2,0,0,0,0,0,0.0007999999797903,1,0.012,2,2.0120001,0.00039761429,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1380,172.5,1020
"HID151682",17,1,0,0,1,0.1002,1,"Tonle Sap",0,2,1,0,0,0,0,0.0001999999949476,1,0.12,NA,0.12,0.0016666667,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,192,24,48
"HID151754",8,NA,NA,NA,NA,0,0,"Plain",0,2,1,0,0,0,0,NA,0,0.038,NA,0.037999999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,5130,641.25,735
"HID151756",14,NA,NA,NA,NA,1.255,1,"Plain",1,1,1,0,0,0,0,NA,0,0.032,1.25,1.2819999,NA,1,0.22471911,1,0.99601597,0.97503906,0,3560000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,270,33.75,270
"HID151807",17,1,0,0,1,1.145,1,"Tonle Sap",0,3,1,1,0,0,0,NA,0,0.0288,1.1425,1.1713001,NA,1,0,0,0.87336242,0.8537522,1,9500000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,0,420,52.5,105
"HID151818",5,1,0,0,1,0.682,1,"Mountain",0,2,2,0,0,0,0,0.0010000000474975,1,0.2,NA,0.2,0.0050000004,1,0,0,0.99706745,3.3999999,1,2200000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,540,67.5,240
"HID151850",20,1,1,1,1,0.7525,1,"Plain",0,2,2,0,0,0,0,0.0017999999690801,1,0.045,0.75,0.79500002,0.0022641509,1,0,0,0.99667776,0.94339621,1,1530000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,1128,141,768
"HID151889",3,1,0,0,1,7.0062,1,"Plain",0,2,2,1,1,1,1,0.0012000000569969,1,0.1,7,7.0999999,0.00016901409,0,NA,NA,NA,NA,0,NA,NA,1,4,4,28000,0,14000,0.5,1,0.57092291,0.5633803,0,84000000,3000,0,0,0,0,1,108,13.5,9
"HID151903",3,NA,NA,NA,NA,2.3,1,"Plain",0,2,0,0,0,0,0,NA,0,0.09,2.3,2.3900001,NA,0,NA,NA,NA,NA,0,NA,NA,1,1.5,1.5,2400,0,1200,0.5,1,0.65217394,0.62761503,0,8400000,3500,0,0,0,0,0,2640,330,480
"HID151960",25,1,0,0,1,0.5093,1,"Plain",1,1,1,0,0,0,0,0.0003999999898952,1,0.14,0.5,0.63999999,0.00062499999,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,180,22.5,180
